         565223 function calls (542918 primitive calls) in 20.704 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\pandas\core\generic.py:335(_from_mgr)
        1    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\pandas\io\pytables.py:2673(Fixed)
        1    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\pandas\core\ops\missing.py:1(<module>)
        3    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\pandas\_config\config.py:686(_warn_if_deprecated)
        1    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\pandas\core\array_algos\quantile.py:1(<module>)
       39    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\ultralytics\utils\__init__.py:693(<genexpr>)
        1    0.000    0.000    0.000    0.000 C:\Users\aslan\AppData\Local\Programs\Python\Python39\lib\inspect.py:172(_has_code_flag)
        9    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\typing_extensions.py:1989(_is_unpack)
       23    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\pandas\_config\config.py:847(inner)
        2    0.000    0.000    0.000    0.000 C:\Users\aslan\AppData\Local\Programs\Python\Python39\lib\threading.py:1162(daemon)
       26    0.000    0.000    0.000    0.000 {method 'index' of 'str' objects}
        2    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\torch\nn\modules\upsampling.py:159(__setstate__)
       12    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\pandas\core\indexes\extension.py:110(inherit_names)
        1    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\pandas\core\dtypes\dtypes.py:1486(BaseMaskedDtype)
        1    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\cpuinfo\cpuinfo.py:996(CPUID)
        1    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\pandas\core\computation\ops.py:75(Term)
        1    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\pandas\core\base.py:181(SelectionMixin)
        1    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\pandas\core\window\rolling.py:1461(RollingAndExpandingMixin)
        1    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\pandas\io\pytables.py:2034(IndexCol)
        1    0.000    0.000    0.000    0.000 {built-in method torch._C._log_api_usage_metadata}
        1    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\pandas\core\dtypes\inference.py:404(is_dataclass)
        2    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\pandas\core\dtypes\common.py:1322(is_ea_or_datetimelike_dtype)
       16    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\pandas\core\array_algos\take.py:353(_view_wrapper)
        1    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\pandas\tseries\api.py:1(<module>)
        1    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\pandas\io\excel\_odswriter.py:32(ODSWriter)
        3    0.000    0.000    0.000    0.000 C:\Users\aslan\AppData\Local\Programs\Python\Python39\lib\threading.py:265(_release_save)
        1    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\pandas\core\internals\base.py:69(shape)
        1    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\pandas\io\sql.py:1383(PandasSQL)
        9    0.000    0.000    0.000    0.000 C:\Users\aslan\AppData\Local\Programs\Python\Python39\lib\dataclasses.py:353(<listcomp>)
       22    0.000    0.000    0.000    0.000 C:\Users\aslan\AppData\Local\Programs\Python\Python39\lib\dataclasses.py:605(_is_initvar)
        1    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\pandas\core\internals\array_manager.py:590(ArrayManager)
        1    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\ultralytics\engine\model.py:112(<listcomp>)
        1    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\pandas\io\excel\_openpyxl.py:40(OpenpyxlWriter)
       14    0.000    0.000    0.000    0.000 C:\Users\aslan\AppData\Local\Programs\Python\Python39\lib\sre_parse.py:163(__delitem__)
       57    0.000    0.000    0.000    0.000 {built-in method _sre.unicode_tolower}
       22    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\pandas\util\version\__init__.py:349(<genexpr>)
        1    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\pandas\core\ops\dispatch.py:1(<module>)
        2    0.000    0.000    0.000    0.000 C:\Users\aslan\AppData\Local\Programs\Python\Python39\lib\platform.py:1106(python_implementation)
        1    0.000    0.000    0.000    0.000 C:\Users\aslan\AppData\Local\Programs\Python\Python39\lib\subprocess.py:175(__init__)
        4    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\numpy\core\getlimits.py:696(min)
        5    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\pandas\core\internals\managers.py:2124(_grouping_func)
        3    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\pandas\core\series.py:750(_values)
       20    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\pandas\core\indexes\accessors.py:164(<lambda>)
        3    0.000    0.000    0.000    0.000 C:\Users\aslan\AppData\Local\Programs\Python\Python39\lib\contextlib.py:470(_push_exit_callback)
        2    0.000    0.000    0.000    0.000 {method '__exit__' of 'PyHKEY' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\pandas\_config\display.py:17(detect_console_encoding)
        3    0.000    0.000    0.000    0.000 C:\Users\aslan\AppData\Local\Programs\Python\Python39\lib\inspect.py:1233(formatannotation)
       45    0.000    0.000    0.000    0.000 {built-in method _warnings._filters_mutated}
        1    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\pandas\core\ops\invalid.py:1(<module>)
        1    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\pandas\core\groupby\grouper.py:487(Grouping)
        1    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\pandas\io\pytables.py:2358(DataCol)
        1    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\pandas\core\internals\array_manager.py:1059(SingleArrayManager)
       11    0.000    0.000    0.000    0.000 C:\Users\aslan\AppData\Local\Programs\Python\Python39\lib\dataclasses.py:470(_init_param)
        3    0.000    0.000    0.000    0.000 C:\Users\aslan\AppData\Local\Programs\Python\Python39\lib\threading.py:268(_acquire_restore)
        1    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\pandas\core\resample.py:1576(_GroupByMixin)
        2    0.000    0.000    0.000    0.000 C:\Users\aslan\AppData\Local\Programs\Python\Python39\lib\_collections_abc.py:362(__subclasshook__)
       47    0.000    0.000    0.000    0.000 C:\Users\aslan\AppData\Local\Programs\Python\Python39\lib\inspect.py:2552(default)
        4    0.000    0.000    0.000    0.000 C:\Users\aslan\AppData\Local\Programs\Python\Python39\lib\threading.py:1147(daemon)
        1    0.000    0.000    0.000    0.000 {method 'newbyteorder' of 'numpy.generic' objects}
        6    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\pandas\_config\config.py:647(_get_deprecated_option)
        1    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\pandas\core\arrays\numeric.py:43(NumericDtype)
        1    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\pandas\core\arrays\integer.py:205(Int8Dtype)
        1    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\pandas\io\stata.py:3240(StataWriter117)
        5    0.000    0.000    0.000    0.000 C:\Users\aslan\AppData\Local\Programs\Python\Python39\lib\typing.py:1927(_namedtuple_mro_entries)
        6    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\numpy\lib\twodim_base.py:529(_vander_dispatcher)
        2    0.000    0.000    0.000    0.000 C:\Users\aslan\AppData\Local\Programs\Python\Python39\lib\textwrap.py:115(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\pandas\core\indexes\base.py:3762(get_loc)
        1    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\pandas\io\formats\info.py:841(TableBuilderVerboseMixin)
        1    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\pandas\core\flags.py:10(Flags)
        1    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\pandas\io\sql.py:863(SQLTable)
       38    0.000    0.000    0.000    0.000 C:\Users\aslan\AppData\Local\Programs\Python\Python39\lib\inspect.py:2560(kind)
        3    0.000    0.000    0.000    0.000 C:\Users\aslan\AppData\Local\Programs\Python\Python39\lib\typing.py:706(__getattr__)
       18    0.000    0.000    0.000    0.000 {method 'update' of 'set' objects}
        1    0.000    0.000    0.000    0.000 {built-in method winreg.QueryInfoKey}
        1    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\pandas\core\roperator.py:1(<module>)
        1    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\cpuinfo\cpuinfo.py:29(<listcomp>)
        1    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\pandas\core\computation\pytables.py:104(BinOp)
        6    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\numpy\linalg\linalg.py:2187(_lstsq_dispatcher)
       14    0.000    0.000    0.000    0.000 {method 'isalnum' of 'str' objects}
        6    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\pandas\core\construction.py:722(_sanitize_str_dtypes)
       21    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\pandas\_config\config.py:884(inner)
        1    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\pandas\io\common.py:100(IOHandles)
        1    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\pandas\core\interchange\dataframe_protocol.py:121(Buffer)
        2    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\torch\nn\modules\upsampling.py:165(extra_repr)
        1    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\pandas\core\arrays\base.py:2338(ExtensionScalarOpsMixin)
        1    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\pandas\core\arrays\floating.py:156(Float32Dtype)
        1    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\pandas\io\formats\console.py:1(<module>)
        2    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\pandas\core\internals\base.py:61(__len__)
        1    0.000    0.000    0.000    0.000 C:\Users\aslan\AppData\Local\Programs\Python\Python39\lib\urllib\parse.py:411(_splitnetloc)
        1    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\pandas\core\dtypes\base.py:462(Registry)
        1    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\pandas\core\arrays\string_arrow.py:485(ArrowStringArrayNumpySemantics)
        1    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\pandas\core\indexes\timedeltas.py:38(TimedeltaIndex)
        1    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\pandas\io\formats\info.py:716(TableBuilderAbstract)
        1    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\pandas\core\computation\expr.py:752(PandasExprVisitor)
        2    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\numpy\core\getlimits.py:101(_float_conv)
        1    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\pandas\core\dtypes\dtypes.py:1388(NumpyEADtype)
       10    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\pandas\util\_decorators.py:316(<lambda>)
        1    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\pandas\core\indexes\range.py:198(_simple_new)
        1    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\pandas\core\groupby\ops.py:939(BinGrouper)
        2    0.000    0.000    0.000    0.000 C:\Users\aslan\AppData\Local\Programs\Python\Python39\lib\_collections_abc.py:262(__subclasshook__)
        1    0.000    0.000    0.000    0.000 C:\Users\aslan\AppData\Local\Programs\Python\Python39\lib\inspect.py:1866(_signature_is_builtin)
       15    0.000    0.000    0.000    0.000 {method 'insert' of 'list' objects}
        8    0.000    0.000    0.000    0.000 {method 'remove' of 'set' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\pandas\core\dtypes\common.py:137(is_object_dtype)
        1    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\pandas\io\excel\_odfreader.py:30(ODFReader)
        1    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\pandas\core\internals\blocks.py:1964(ExtensionBlock)
        1    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\pandas\core\shared_docs.py:1(<module>)
        1    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\pandas\core\series.py:1372(_set_as_cached)
        1    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\pandas\io\excel\_xlsxwriter.py:181(XlsxWriter)
        1    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\pandas\io\pytables.py:4337(WORMTable)
       11    0.000    0.000    0.000    0.000 C:\Users\aslan\AppData\Local\Programs\Python\Python39\lib\dataclasses.py:404(_field_assign)
        1    0.000    0.000    0.000    0.000 {pandas._libs.lib.is_all_arraylike}
        6    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\pandas\core\construction.py:419(extract_array)
        9    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\pandas\_config\config.py:873(inner)
       12    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\pandas\core\arrays\period.py:104(_field_accessor)
        1    0.000    0.000    0.000    0.000 C:\Users\aslan\AppData\Local\Programs\Python\Python39\lib\pathlib.py:46(_ignore_error)
        1    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\pandas\util\version\__init__.py:187(LegacyVersion)
        8    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\pandas\core\indexes\range.py:963(__len__)
        1    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\pandas\core\reshape\concat.py:396(_Concatenator)
        2    0.000    0.000    0.000    0.000 {built-in method _functools.reduce}
        4    0.000    0.000    0.000    0.000 {pandas._libs.lib.is_np_dtype}
        1    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\pandas\core\accessor.py:19(DirNamesMixin)
       11    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\pandas\core\accessor.py:136(delegate_names)
        1    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\pandas\core\base.py:100(PandasObject)
        1    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\pandas\core\indexes\accessors.py:53(Properties)
        6    0.000    0.000    0.000    0.000 {method 'translate' of 'bytearray' objects}
        9    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\pandas\_config\config.py:897(is_nonnegative_int)
        1    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\pandas\core\arrays\integer.py:14(IntegerDtype)
        4    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\pandas\core\arrays\timedeltas.py:85(_field_accessor)
        1    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\pandas\core\indexes\frozen.py:21(FrozenList)
        1    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\pandas\core\methods\selectn.py:43(SelectN)
        1    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\pandas\core\computation\scope.py:121(Scope)
        1    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\pandas\io\json\_json.py:1114(Parser)
        3    0.000    0.000    0.000    0.000 C:\Users\aslan\AppData\Local\Programs\Python\Python39\lib\dataclasses.py:507(<dictcomp>)
        1    0.000    0.000    0.000    0.000 C:\Users\aslan\AppData\Local\Programs\Python\Python39\lib\encodings\unicode_escape.py:13(Codec)
        1    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\pytz\tzinfo.py:18(memorized_timedelta)
        1    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\pandas\core\arrays\integer.py:212(Int16Dtype)
        1    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\pandas\core\arrays\boolean.py:39(BooleanDtype)
        1    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\pandas\core\internals\base.py:296(SingleDataManager)
       22    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\pandas\core\computation\expr.py:293(_op_maker)
        1    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\pandas\io\json\_json.py:221(Writer)
        1    0.000    0.000    0.000    0.000 C:\Users\aslan\AppData\Local\Programs\Python\Python39\lib\weakref.py:290(update)
       19    0.000    0.000    0.000    0.000 C:\Users\aslan\AppData\Local\Programs\Python\Python39\lib\typing.py:1197(<genexpr>)
        2    0.000    0.000    0.000    0.000 C:\Users\aslan\AppData\Local\Programs\Python\Python39\lib\logging\__init__.py:218(_acquireLock)
        1    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\torch\jit\_builtins.py:182(_register_builtin)
       18    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\pandas\util\version\__init__.py:471(_parse_letter_version)
        1    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\pandas\core\indexes\base.py:7608(maybe_extract_name)
        3    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\pandas\core\internals\managers.py:1960(internal_values)
        1    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\pandas\core\internals\construction.py:950(_validate_or_indexify_columns)
        1    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\pandas\io\formats\info.py:772(DataFrameTableBuilder)
        1    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\pandas\core\groupby\indexing.py:32(GroupByIndexingMixin)
        1    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\pandas\io\parsers\readers.py:1396(TextFileReader)
        3    0.000    0.000    0.000    0.000 C:\Users\aslan\AppData\Local\Programs\Python\Python39\lib\contextlib.py:402(_create_cb_wrapper)
        1    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\torch\serialization.py:399(_is_path)
        3    0.000    0.000    0.000    0.000 {built-in method nt.getcwd}
        2    0.000    0.000    0.000    0.000 {method 'tolist' of 'memoryview' objects}
        1    0.000    0.000    0.000    0.000 {pandas._libs.lib.is_scalar}
        1    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\pandas\core\arrays\numeric.py:225(NumericArray)
